company_name,phone_number,city,category,subcategory,description,detail_url
Saudi Red Crescent Authority,966-11-2805555,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,Saudi Red Crescent Authority: Established in the Kingdom of Saudi Arabia on behalf of the Association of the Saudi Red Crescent Society under Royal Decree No. 1 in her e 16/01/1383 cryptographic legal...,https://www.findsaudi.com/en/CatView/1682/1754/Saudi_Red_Crescent_Authority.aspx
The Saudi Industrial Property Authority (MODON),966-11-8749000,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,The Saudi Industrial Property Authority (MODON) was established in 2001. MODON is responsible for the development of industrial cities with integrated infrastructure and services; whereas MODON has es...,https://www.findsaudi.com/en/CatView/1682/1753/The_Saudi_Industrial_Property_Authority_MODON_.aspx
The Capital Market Authority (CMA),966-11-2053000,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"The Capital Market Authority (CMA) in Saudi  Arabia unofficially started in the early fifties, and continued to operate successfully, until the government set its basic regulations in the eighties. Th...",https://www.findsaudi.com/en/CatView/1682/1752/The_Capital_Market_Authority_CMA_.aspx
Bureau of Experts at the Council of Ministers,966-11-4882430,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"Bureau of Experts at the Council of Ministers :
On the 12th of Rajab, 1373 H, a royal order was issued passing the Law of the Council of Ministers. Article (19) of said Law provided that the Council ...",https://www.findsaudi.com/en/CatView/1682/1751/Bureau_of_Experts_at_the_Council_of_Ministers.aspx
Bureau of Investigation and Prosecution,966-11-4629883,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,Bureau of Investigation and Prosecution: In the framework of the attention Custodian of the Two Holy Mosques King Fahd - God's mercy government - the establishment of the competent organs of the provi...,https://www.findsaudi.com/en/CatView/1682/1750/Bureau_of_Investigation_and_Prosecution.aspx
Communications and Information Technology Commission,966-11-4618000,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,Communications and Information Technology Commission was established under the name of (Saudi Communications Commission) pursuant to the Council of Ministers Decision No. (74) dated 5/3/1422H. The nam...,https://www.findsaudi.com/en/CatView/1682/1749/Communications_and_Information_Technology_Commission.aspx
Saudi Broadcasting Corporation,966-11-4425040,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"Saudi Broadcasting Corporation :
Vision ::

  Saudi Arabia, the birthplace of Islam seeks to value and distinctive media development with social benefits, cultural, environmental, and economic, on ...",https://www.findsaudi.com/en/CatView/1682/1748/Saudi_Broadcasting_Corporation.aspx
Saudi Food and Drug Authority (SFDA),966-11-2038222,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"Saudi Food And Drug Authority

The Saudi Food and Drug Authority (SFDA) was established under the Council of Ministers resolution no (1) dated 07/01/1424 H, as an independent body corporate that dir...",https://www.findsaudi.com/en/CatView/1682/1745/Saudi_Food_and_Drug_Authority_SFDA_.aspx
Anti Corruption Commission,966-11-2645555,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"The Anti-corruption Commission is intended to protect integrity, and enhance the concept of transparency, as well as combat financial and administrative corruption in its different forms, manifestatio...",https://www.findsaudi.com/en/CatView/1682/1747/Anti_Corruption_Commission.aspx
High Commission for the Development of Arriyadh,966-11-4883331,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"High Commission for the Development of Riyadh is the regulatory authority, the planning, operational, coordination, responsible for the development of the city of Riyadh, was established by the Counci...",https://www.findsaudi.com/en/CatView/1682/1746/High_Commission_for_the_Development_of_Arriyadh.aspx
General Authority of Civil Aviation,966-12-6405000,Jadda,"Associations, trade unions, chambers",Public institutions and bodies,The Emergence of the General Authority of Civil Aviation The debut of the civil aviation in the Kingdom goes back to the year 1354 A.H. corresponding to 1934 A.D. when one of the petrol companies that...,https://www.findsaudi.com/en/CatView/1682/1744/General_Authority_of_Civil_Aviation.aspx
Saudi Commission for Tourism and Antiquities (SCTA),966-11-8808855,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"Saudi Commission for Tourism and Antiquities (SCTA), since its inception has passed through several stages before getting its current structure and become the first ever government agency responsible ...",https://www.findsaudi.com/en/CatView/1682/1743/Saudi_Commission_for_Tourism_and_Antiquities_SCTA_.aspx
General Commission for Audiovisual Media,966-11-4425352,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,Body established under the Council of Ministers Resolution No. 236 dated 21 Rajab 1433 AH as a body independent legal personality and enjoys financial and administrative independence. In Shawwal 1433 ...,https://www.findsaudi.com/en/CatView/1682/1742/General_Commission_for_Audiovisual_Media.aspx
Saudi Arabian General Investment Authority (SAGIA),966-11-2035555,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"“We at SAGIA, alongside our partners in the public sector, are
committed to leveraging the Kingdom’s unique position as the
largest economy in the middle east towards sustainable economic
growth.
...",https://www.findsaudi.com/en/CatView/1682/1741/Saudi_Arabian_General_Investment_Authority_SAGIA_.aspx
"Saudi Standdards, Metrology and Quality Org.",966-11-4520000,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"SASO Vision:
Achieve regional leadership as a scientific reference body in the fields of standardization and conformity assessment.

SASO Mission:
Elevate the standards and the quality of products...",https://www.findsaudi.com/en/CatView/1682/1740/Saudi_Standdards_Metrology_and_Quality_Org_.aspx
Saudi Organization for Certified Public Accountants (SOCPA),966-11-4028555,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"Saudi Organization for Certified Public Accountants (SOCPA)  :
 Saudi Certified Public Accountants’ Regulations issued under Royal Decree No. M/12 dated 13.05.1412H (1992 G) entrusted SOCPA to promot...",https://www.findsaudi.com/en/CatView/1682/1739/Saudi_Organization_for_Certified_Public_Accountants_SOCPA_.aspx
the Saudi Wildlife Authority (SWA),966-11-4418700,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,the Saudi Wildlife Authority (SWA) was established by the Royal Decree no. 22/M on 12/9/1406 with a mandate to prepare and implement plans to sustain terrestrial and marine wildlife and rehabilitate r...,https://www.findsaudi.com/en/CatView/1682/1738/the_Saudi_Wildlife_Authority_SWA_.aspx
Saudi Commission for Health Specialties (SCFHS).,966-11-4179900,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"Saudi Commission for Health Specialties:
In 1403 AH, a Royal Order was issued approving the Statute of the Saudi Commission for Health Specialties (SCFHS). SCFHS is responsible for supervising and ev...",https://www.findsaudi.com/en/CatView/1682/1737/Saudi_Commission_for_Health_Specialties_SCFHS_.aspx
Saudi Arabian Monetary Agency (SAMA),966-11-4633000,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"Saudi Arabian Monetary Agency (SAMA) was established in the Era of King Abdulaziz, may Allah bless his soul, under two royal decrees issued on 25/7/1371H (20/4/1952). The first was No. 30/4/1/1046 pro...",https://www.findsaudi.com/en/CatView/1682/1736/Saudi_Arabian_Monetary_Agency_SAMA_.aspx
King Abdulaziz and His Companions Foundation for Giftedness and Creativity,966-11-2814411,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,King Abdulaziz and His Companions Foundation for Giftedness and Creativity is a national cultural Foundation that is honored to be presided over by the Custodian of the Two Holy Mosques who supervises...,https://www.findsaudi.com/en/CatView/1682/1735/King_Abdulaziz_and_His_Companions_Foundation_for_Giftedness_and_Creativity.aspx
Saudi Post,966-11-4057744,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"Saudi post has evolved through two main phases. The first phase being the establishment of Saudi Arabia and the second the establishment of post by the late King Abdul Aziz bin Abdul Rahman Al-Saud.
...",https://www.findsaudi.com/en/CatView/1682/1734/Saudi_Post.aspx
Sultan Abdulaziz Al-Saud Foundation,966-11-4827663,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"Foundation established by decree # A/77 on 20/08/1415H cores. 21/01/1995, founder the late HRH. Prince Saultan bin AbdulAziz, who chaired its Council of Trustees, then passed to his successor HRH Prin...",https://www.findsaudi.com/en/CatView/1682/1733/Sultan_Abdulaziz_Al_Saud_Foundation.aspx
Saudi Ports Authority,966-11-4050005,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"Saudi Ports Authority:
The Kingdom of Saudi Arabia is the world’s main oil exporting country. It has the largest and most diversified economy in the Middle East with industrial exports that are inter...",https://www.findsaudi.com/en/CatView/1682/1732/Saudi_Ports_Authority.aspx
Technical and Vocational Training Corporation,966-11-4052770,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,"The beginning of technical and vocational training in the Kingdom goes back to an early period. At that time, it was distributed between three governmental authorities: the Ministry of education ran t...",https://www.findsaudi.com/en/CatView/1682/1727/Technical_and_Vocational_Training_Corporation.aspx
Saudi Railways Organization (SRO),966-13-8714111,Dammam,"Associations, trade unions, chambers",Public institutions and bodies,"The Saudi Railways Organization (SRO) is a state-owned company that operates Saudi Arabia's rail network.

SRO provides freight services on two main lines totalling 1018 km. These connect Riyadh wit...",https://www.findsaudi.com/en/CatView/1682/1730/Saudi_Railways_Organization_SRO_.aspx
Public Pension Agency,966-11-4025100,Riaydh,"Associations, trade unions, chambers",Public institutions and bodies,PPA was established under the name of “Retirement Pension Department” in 1378 H corresponding 1958 G under the provisions of Article “8” of the pension scheme issued in the same year. In 1423 H the ca...,https://www.findsaudi.com/en/CatView/1682/1729/Public_Pension_Agency.aspx
